airport,iana_timezone,source
BPE,Asia/Shanghai,OpenFlights airports.dat
BPF,Pacific/Guadalcanal,OpenFlights airports.dat
BPG,America/Campo_Grande,OpenFlights airports.dat
BPM,Asia/Calcutta,OpenFlights airports.dat
BPN,Asia/Makassar,OpenFlights airports.dat
BPS,America/Fortaleza,OpenFlights airports.dat
BPT,America/Chicago,OpenFlights airports.dat
BPX,Asia/Shanghai,OpenFlights airports.dat
BPY,Indian/Antananarivo,OpenFlights airports.dat
BQA,Asia/Manila,OpenFlights airports.dat
BQB,Australia/Perth,OpenFlights airports.dat
BQH,Europe/London,OpenFlights airports.dat
BQJ,Asia/Vladivostok,OpenFlights airports.dat
BQK,America/New_York,OpenFlights airports.dat
BQL,Australia/Brisbane,OpenFlights airports.dat
BQN,America/Puerto_Rico,OpenFlights airports.dat
BQS,Asia/Yakutsk,OpenFlights airports.dat
BQT,Europe/Minsk,OpenFlights airports.dat
BQU,America/St_Vincent,OpenFlights airports.dat
BRA,America/Fortaleza,OpenFlights airports.dat
BRC,America/Argentina/Salta,OpenFlights airports.dat
BRD,America/Chicago,OpenFlights airports.dat
BRE,Europe/Berlin,OpenFlights airports.dat
BRI,Europe/Rome,OpenFlights airports.dat
BRK,Australia/Sydney,OpenFlights airports.dat
BRL,America/Chicago,OpenFlights airports.dat
BRM,America/Caracas,OpenFlights airports.dat
BRN,Europe/Zurich,OpenFlights airports.dat
BRO,America/Chicago,OpenFlights airports.dat
BRQ,Europe/Prague,OpenFlights airports.dat
BRR,Europe/London,OpenFlights airports.dat
BRS,Europe/London,OpenFlights airports.dat
BRT,Australia/Darwin,OpenFlights airports.dat
BRU,Europe/Brussels,OpenFlights airports.dat
BRV,Europe/Berlin,OpenFlights airports.dat
BRW,America/Anchorage,OpenFlights airports.dat
BRX,America/Santo_Domingo,OpenFlights airports.dat
BSA,Africa/Mogadishu,OpenFlights airports.dat
BSB,America/Sao_Paulo,OpenFlights airports.dat
BSC,America/Bogota,OpenFlights airports.dat
BSD,Asia/Shanghai,OpenFlights airports.dat
BSF,Pacific/Honolulu,OpenFlights airports.dat
BSG,Africa/Malabo,OpenFlights airports.dat
BSJ,Australia/Hobart,OpenFlights airports.dat
BSK,Africa/Algiers,OpenFlights airports.dat
BSL,Europe/Paris,OpenFlights airports.dat
BSR,Asia/Baghdad,OpenFlights airports.dat
BST,Asia/Kabul,OpenFlights airports.dat
BSU,Africa/Kinshasa,OpenFlights airports.dat
BSX,Asia/Rangoon,OpenFlights airports.dat
BTC,Asia/Colombo,OpenFlights airports.dat
BTE,Africa/Freetown,OpenFlights airports.dat
BTH,Asia/Jakarta,OpenFlights airports.dat
BTI,America/Anchorage,OpenFlights airports.dat
BTJ,Asia/Jakarta,OpenFlights airports.dat
BTK,Asia/Irkutsk,OpenFlights airports.dat
BTM,America/Denver,OpenFlights airports.dat
BTR,America/Chicago,OpenFlights airports.dat
BTS,Europe/Bratislava,OpenFlights airports.dat
BTT,America/Anchorage,OpenFlights airports.dat
BTU,Asia/Kuala_Lumpur,OpenFlights airports.dat
BTV,America/New_York,OpenFlights airports.dat
BTW,Asia/Makassar,OpenFlights airports.dat
BTZ,Europe/Istanbul,OpenFlights airports.dat
BUA,Pacific/Port_Moresby,OpenFlights airports.dat
BUC,Australia/Brisbane,OpenFlights airports.dat
BUD,Europe/Budapest,OpenFlights airports.dat
BUF,America/New_York,OpenFlights airports.dat
BUG,Africa/Luanda,OpenFlights airports.dat
BUI,Asia/Jayapura,OpenFlights airports.dat
BUJ,Africa/Algiers,OpenFlights airports.dat
BUN,America/Bogota,OpenFlights airports.dat
BUO,Africa/Mogadishu,OpenFlights airports.dat
BUP,Asia/Calcutta,OpenFlights airports.dat
BUQ,Africa/Harare,OpenFlights airports.dat
BUR,America/Los_Angeles,OpenFlights airports.dat
BUS,Asia/Tbilisi,OpenFlights airports.dat
BUX,Africa/Lubumbashi,OpenFlights airports.dat
BUZ,Asia/Tehran,OpenFlights airports.dat
BVA,Europe/Paris,OpenFlights airports.dat
BVB,America/Boa_Vista,OpenFlights airports.dat
BVC,Atlantic/Cape_Verde,OpenFlights airports.dat
BVE,Europe/Paris,OpenFlights airports.dat
BVG,Europe/Oslo,OpenFlights airports.dat
BVH,America/Boa_Vista,OpenFlights airports.dat
BVI,Australia/Brisbane,OpenFlights airports.dat
BVS,America/Belem,OpenFlights airports.dat
BVY,America/New_York,OpenFlights airports.dat
BWA,Asia/Katmandu,OpenFlights airports.dat
BWB,Australia/Perth,OpenFlights airports.dat
BWE,Europe/Berlin,OpenFlights airports.dat
BWF,Europe/London,OpenFlights airports.dat
BWG,America/Chicago,OpenFlights airports.dat
BWH,Asia/Kuala_Lumpur,OpenFlights airports.dat
BWI,America/New_York,OpenFlights airports.dat
BWK,Europe/Zagreb,OpenFlights airports.dat
BWN,Asia/Brunei,OpenFlights airports.dat
BWO,Europe/Moscow,OpenFlights airports.dat
BWT,Australia/Melbourne,OpenFlights airports.dat
BWU,Australia/Sydney,OpenFlights airports.dat
BXB,Asia/Jayapura,OpenFlights airports.dat
BXE,Africa/Dakar,OpenFlights airports.dat
BXG,Australia/Hobart,OpenFlights airports.dat
BXH,Asia/Qyzylorda,OpenFlights airports.dat
BXK,America/Phoenix,OpenFlights airports.dat
BXN,Europe/Istanbul,OpenFlights airports.dat
BXO,Europe/Zurich,OpenFlights airports.dat
BXR,Asia/Tehran,OpenFlights airports.dat
BXU,Asia/Manila,OpenFlights airports.dat
BXY,Asia/Qyzylorda,OpenFlights airports.dat
BYC,America/La_Paz,OpenFlights airports.dat
BYF,Europe/Paris,OpenFlights airports.dat
BYH,America/Chicago,OpenFlights airports.dat
BYJ,Europe/Lisbon,OpenFlights airports.dat
BYK,Africa/Abidjan,OpenFlights airports.dat
BYM,America/Havana,OpenFlights airports.dat
BYN,Asia/Ulaanbaatar,OpenFlights airports.dat
BYO,America/Campo_Grande,OpenFlights airports.dat
BYR,Europe/Copenhagen,OpenFlights airports.dat
BYS,America/Los_Angeles,OpenFlights airports.dat
BYT,Europe/Dublin,OpenFlights airports.dat
BYU,Europe/Berlin,OpenFlights airports.dat
BZA,America/Managua,OpenFlights airports.dat
BZE,America/Belize,OpenFlights airports.dat
BZG,Europe/Warsaw,OpenFlights airports.dat
BZH,Africa/Harare,OpenFlights airports.dat
BZI,Europe/Istanbul,OpenFlights airports.dat
BZK,Europe/Moscow,OpenFlights airports.dat
BZL,Asia/Dhaka,OpenFlights airports.dat
BZN,America/Denver,OpenFlights airports.dat
BZO,Europe/Rome,OpenFlights airports.dat
BZR,Europe/Paris,OpenFlights airports.dat
BZU,Africa/Lubumbashi,OpenFlights airports.dat
BZV,Africa/Brazzaville,OpenFlights airports.dat
BZY,Europe/Chisinau,OpenFlights airports.dat
BZZ,Europe/London,OpenFlights airports.dat
CAB,Africa/Luanda,OpenFlights airports.dat
CAC,America/Sao_Paulo,OpenFlights airports.dat
CAE,America/New_York,OpenFlights airports.dat
CAF,America/Boa_Vista,OpenFlights airports.dat
CAG,Europe/Rome,OpenFlights airports.dat
CAH,Asia/Saigon,OpenFlights airports.dat
CAI,Africa/Cairo,OpenFlights airports.dat
CAJ,America/Caracas,OpenFlights airports.dat
CAK,America/New_York,OpenFlights airports.dat
CAL,Europe/London,OpenFlights airports.dat
CAN,Asia/Shanghai,OpenFlights airports.dat
CAP,America/Port-au-Prince,OpenFlights airports.dat
CAQ,America/Bogota,OpenFlights airports.dat
CAR,America/New_York,OpenFlights airports.dat
CAT,Europe/Lisbon,OpenFlights airports.dat
CAU,America/Fortaleza,OpenFlights airports.dat
CAW,America/Sao_Paulo,OpenFlights airports.dat
CAX,Europe/London,OpenFlights airports.dat
CAY,America/Cayenne,OpenFlights airports.dat
CAZ,Australia/Sydney,OpenFlights airports.dat
CBB,America/La_Paz,OpenFlights airports.dat
CBD,Asia/Calcutta,OpenFlights airports.dat
CBE,America/New_York,OpenFlights airports.dat
CBG,Europe/London,OpenFlights airports.dat
CBH,Africa/Algiers,OpenFlights airports.dat
CBJ,America/Santo_Domingo,OpenFlights airports.dat
CBL,America/Caracas,OpenFlights airports.dat
CBM,America/Chicago,OpenFlights airports.dat
CBN,Asia/Jakarta,OpenFlights airports.dat
CBO,Asia/Manila,OpenFlights airports.dat
CBQ,Africa/Lagos,OpenFlights airports.dat
CBR,Australia/Sydney,OpenFlights airports.dat
CBT,Africa/Luanda,OpenFlights airports.dat
CBU,Europe/Berlin,OpenFlights airports.dat
CBV,America/Guatemala,OpenFlights airports.dat
CCA,America/La_Paz,OpenFlights airports.dat
CCC,America/Havana,OpenFlights airports.dat
CCF,Europe/Paris,OpenFlights airports.dat
CCH,America/Santiago,OpenFlights airports.dat
CCI,America/Sao_Paulo,OpenFlights airports.dat
CCJ,Asia/Calcutta,OpenFlights airports.dat
CCK,Indian/Cocos,OpenFlights airports.dat
CCL,Australia/Brisbane,OpenFlights airports.dat
CCM,America/Sao_Paulo,OpenFlights airports.dat
CCN,Asia/Kabul,OpenFlights airports.dat
CCP,America/Santiago,OpenFlights airports.dat
CCR,America/Los_Angeles,OpenFlights airports.dat
CCS,America/Caracas,OpenFlights airports.dat
CCU,Asia/Calcutta,OpenFlights airports.dat
CCV,Pacific/Efate,OpenFlights airports.dat
CCZ,America/Nassau,OpenFlights airports.dat
CDA,Australia/Darwin,OpenFlights airports.dat
CDB,America/Anchorage,OpenFlights airports.dat
CDC,America/Denver,OpenFlights airports.dat
CDG,Europe/Paris,OpenFlights airports.dat
CDJ,America/Belem,OpenFlights airports.dat
CDN,America/New_York,OpenFlights airports.dat
CDP,Asia/Calcutta,OpenFlights airports.dat
CDR,America/Denver,OpenFlights airports.dat
CDS,America/Chicago,OpenFlights airports.dat
CDU,Australia/Sydney,OpenFlights airports.dat
CDV,America/Anchorage,OpenFlights airports.dat
CDW,America/New_York,OpenFlights airports.dat
CEB,Asia/Manila,OpenFlights airports.dat
CEC,America/Los_Angeles,OpenFlights airports.dat
CED,Australia/Adelaide,OpenFlights airports.dat
CEE,Europe/Moscow,OpenFlights airports.dat
CEF,America/New_York,OpenFlights airports.dat
CEG,Europe/London,OpenFlights airports.dat
CEI,Asia/Bangkok,OpenFlights airports.dat
CEJ,Europe/Kiev,OpenFlights airports.dat
CEK,Asia/Yekaterinburg,OpenFlights airports.dat
CEM,America/Anchorage,OpenFlights airports.dat
CEN,America/Hermosillo,OpenFlights airports.dat
CEQ,Europe/Paris,OpenFlights airports.dat
CER,Europe/Paris,OpenFlights airports.dat
CES,Australia/Sydney,OpenFlights airports.dat
CET,Europe/Paris,OpenFlights airports.dat
CEU,America/New_York,OpenFlights airports.dat
CEW,America/Chicago,OpenFlights airports.dat
CEZ,America/Denver,OpenFlights airports.dat
CFB,America/Sao_Paulo,OpenFlights airports.dat
CFC,America/Sao_Paulo,OpenFlights airports.dat
CFD,America/Chicago,OpenFlights airports.dat
CFE,Europe/Paris,OpenFlights airports.dat
CFG,America/Havana,OpenFlights airports.dat
CFK,Africa/Algiers,OpenFlights airports.dat
CFN,Europe/Dublin,OpenFlights airports.dat
CFO,America/Campo_Grande,OpenFlights airports.dat
CFR,Europe/Paris,OpenFlights airports.dat
CFS,Australia/Sydney,OpenFlights airports.dat
CFU,Europe/Athens,OpenFlights airports.dat
CGB,America/Campo_Grande,OpenFlights airports.dat
CGD,Asia/Shanghai,OpenFlights airports.dat
CGF,America/New_York,OpenFlights airports.dat
CGH,America/Sao_Paulo,OpenFlights airports.dat
CGI,America/Chicago,OpenFlights airports.dat
CGJ,Africa/Lusaka,OpenFlights airports.dat
CGK,Asia/Jakarta,OpenFlights airports.dat
CGM,Asia/Manila,OpenFlights airports.dat
CGN,Europe/Berlin,OpenFlights airports.dat
CGO,Asia/Shanghai,OpenFlights airports.dat
CGP,Asia/Dhaka,OpenFlights airports.dat
CGQ,Asia/Shanghai,OpenFlights airports.dat
CGR,America/Campo_Grande,OpenFlights airports.dat
CGX,America/Chicago,OpenFlights airports.dat
CGZ,America/Phoenix,OpenFlights airports.dat
CHA,America/New_York,OpenFlights airports.dat
CHC,Pacific/Auckland,OpenFlights airports.dat
CHF,Asia/Seoul,OpenFlights airports.dat
CHG,Asia/Shanghai,OpenFlights airports.dat
CHH,America/Lima,OpenFlights airports.dat
CHM,America/Lima,OpenFlights airports.dat
CHN,Asia/Seoul,OpenFlights airports.dat
CHO,America/New_York,OpenFlights airports.dat
CHQ,Europe/Athens,OpenFlights airports.dat
CHR,Europe/Paris,OpenFlights airports.dat
CHS,America/New_York,OpenFlights airports.dat
CHT,Pacific/Chatham,OpenFlights airports.dat
CHU,America/Anchorage,OpenFlights airports.dat
CHX,America/Panama,OpenFlights airports.dat
CHY,Pacific/Guadalcanal,OpenFlights airports.dat
CIA,Europe/Rome,OpenFlights airports.dat
CIC,America/Los_Angeles,OpenFlights airports.dat
CID,America/Chicago,OpenFlights airports.dat
CIF,Asia/Shanghai,OpenFlights airports.dat
CIH,Asia/Shanghai,OpenFlights airports.dat
CIJ,America/La_Paz,OpenFlights airports.dat
CIK,America/Anchorage,OpenFlights airports.dat
CIO,America/Asuncion,OpenFlights airports.dat
CIP,Africa/Lusaka,OpenFlights airports.dat
CIS,Pacific/Enderbury,OpenFlights airports.dat
CIT,Asia/Qyzylorda,OpenFlights airports.dat
CIU,America/New_York,OpenFlights airports.dat
CIW,America/St_Vincent,OpenFlights airports.dat
CIX,America/Lima,OpenFlights airports.dat
CIY,Europe/Rome,OpenFlights airports.dat
CIZ,America/Boa_Vista,OpenFlights airports.dat
CJA,America/Lima,OpenFlights airports.dat
CJB,Asia/Calcutta,OpenFlights airports.dat
CJC,America/Santiago,OpenFlights airports.dat
CJJ,Asia/Seoul,OpenFlights airports.dat
CJL,Asia/Karachi,OpenFlights airports.dat
CJM,Asia/Bangkok,OpenFlights airports.dat
CJN,Asia/Jakarta,OpenFlights airports.dat
CJS,America/Mazatlan,OpenFlights airports.dat
CJU,Asia/Seoul,OpenFlights airports.dat
CKB,America/New_York,OpenFlights airports.dat
CKC,Europe/Kiev,OpenFlights airports.dat
CKG,Asia/Shanghai,OpenFlights airports.dat
CKH,Asia/Srednekolymsk,OpenFlights airports.dat
CKL,Europe/Moscow,OpenFlights airports.dat
CKS,America/Belem,OpenFlights airports.dat
CKT,Asia/Tehran,OpenFlights airports.dat
CKV,America/Chicago,OpenFlights airports.dat
CKY,Africa/Conakry,OpenFlights airports.dat
CKZ,Europe/Istanbul,OpenFlights airports.dat
CLD,America/Los_Angeles,OpenFlights airports.dat
CLE,America/New_York,OpenFlights airports.dat
CLJ,Europe/Bucharest,OpenFlights airports.dat
CLL,America/Chicago,OpenFlights airports.dat
CLM,America/Los_Angeles,OpenFlights airports.dat
CLN,America/Fortaleza,OpenFlights airports.dat
CLO,America/Bogota,OpenFlights airports.dat
CLQ,America/Mexico_City,OpenFlights airports.dat
CLS,America/Los_Angeles,OpenFlights airports.dat
CLT,America/New_York,OpenFlights airports.dat
CLV,America/Sao_Paulo,OpenFlights airports.dat
CLW,America/New_York,OpenFlights airports.dat
CLY,Europe/Paris,OpenFlights airports.dat
CLZ,America/Caracas,OpenFlights airports.dat
CMA,Australia/Brisbane,OpenFlights airports.dat
CMB,Asia/Colombo,OpenFlights airports.dat
CME,America/Mexico_City,OpenFlights airports.dat
CMF,Europe/Paris,OpenFlights airports.dat
CMG,America/Campo_Grande,OpenFlights airports.dat
CMH,America/New_York,OpenFlights airports.dat
CMI,America/Chicago,OpenFlights airports.dat
CMJ,Asia/Taipei,OpenFlights airports.dat
CMK,Africa/Blantyre,OpenFlights airports.dat
CMN,Africa/Casablanca,OpenFlights airports.dat
CMP,America/Belem,OpenFlights airports.dat
CMR,Europe/Paris,OpenFlights airports.dat
CMU,Pacific/Port_Moresby,OpenFlights airports.dat
CMW,America/Havana,OpenFlights airports.dat
CMX,America/New_York,OpenFlights airports.dat
CNB,Australia/Sydney,OpenFlights airports.dat
CNC,Australia/Brisbane,OpenFlights airports.dat
CND,Europe/Bucharest,OpenFlights airports.dat
CNF,America/Sao_Paulo,OpenFlights airports.dat
CNG,Europe/Paris,OpenFlights airports.dat
CNI,Asia/Shanghai,OpenFlights airports.dat
CNJ,Australia/Brisbane,OpenFlights airports.dat
CNL,Europe/Copenhagen,OpenFlights airports.dat
CNM,America/Denver,OpenFlights airports.dat
CNP,America/Scoresbysund,OpenFlights airports.dat
CNQ,America/Cordoba,OpenFlights airports.dat
CNS,Australia/Brisbane,OpenFlights airports.dat
CNW,America/Chicago,OpenFlights airports.dat
CNX,Asia/Bangkok,OpenFlights airports.dat
CNY,America/Denver,OpenFlights airports.dat
COC,America/Cordoba,OpenFlights airports.dat
COD,America/Denver,OpenFlights airports.dat
COE,America/Los_Angeles,OpenFlights airports.dat
COF,America/New_York,OpenFlights airports.dat
COG,America/Bogota,OpenFlights airports.dat
COH,Asia/Calcutta,OpenFlights airports.dat
COJ,Australia/Sydney,OpenFlights airports.dat
COK,Asia/Calcutta,OpenFlights airports.dat
CON,America/New_York,OpenFlights airports.dat
COO,Africa/Porto-Novo,OpenFlights airports.dat
COQ,Asia/Ulaanbaatar,OpenFlights airports.dat
COR,America/Cordoba,OpenFlights airports.dat
COS,America/Denver,OpenFlights airports.dat
COT,America/Chicago,OpenFlights airports.dat
COU,America/Chicago,OpenFlights airports.dat
COX,America/Nassau,OpenFlights airports.dat
COZ,America/Santo_Domingo,OpenFlights airports.dat
CPA,Africa/Monrovia,OpenFlights airports.dat
CPB,America/Bogota,OpenFlights airports.dat
CPC,America/Argentina/Salta,OpenFlights airports.dat
CPD,Australia/Adelaide,OpenFlights airports.dat
CPE,America/Mexico_City,OpenFlights airports.dat
CPH,Europe/Copenhagen,OpenFlights airports.dat
CPQ,America/Sao_Paulo,OpenFlights airports.dat
CPR,America/Denver,OpenFlights airports.dat
CPT,Africa/Johannesburg,OpenFlights airports.dat
CPV,America/Fortaleza,OpenFlights airports.dat
CPX,America/Puerto_Rico,OpenFlights airports.dat
CQD,Asia/Tehran,OpenFlights airports.dat
CQF,Europe/Paris,OpenFlights airports.dat
CQM,Europe/Madrid,OpenFlights airports.dat
CRA,Europe/Bucharest,OpenFlights airports.dat
CRC,America/Bogota,OpenFlights airports.dat
CRD,America/Catamarca,OpenFlights airports.dat
CRE,America/New_York,OpenFlights airports.dat
CRI,America/Nassau,OpenFlights airports.dat
CRK,Asia/Manila,OpenFlights airports.dat
CRL,Europe/Brussels,OpenFlights airports.dat
CRM,Asia/Manila,OpenFlights airports.dat
CRP,America/Chicago,OpenFlights airports.dat
CRQ,America/Fortaleza,OpenFlights airports.dat
CRV,Europe/Rome,OpenFlights airports.dat
CRW,America/New_York,OpenFlights airports.dat
CRZ,Asia/Ashgabat,OpenFlights airports.dat
CSA,Europe/London,OpenFlights airports.dat
CSB,Europe/Bucharest,OpenFlights airports.dat
CSF,Europe/Paris,OpenFlights airports.dat
CSG,America/New_York,OpenFlights airports.dat
CSH,Europe/Moscow,OpenFlights airports.dat
CSK,Africa/Dakar,OpenFlights airports.dat
CSM,America/Chicago,OpenFlights airports.dat
CSO,Europe/Berlin,OpenFlights airports.dat
CSX,Asia/Shanghai,OpenFlights airports.dat
CSY,Europe/Moscow,OpenFlights airports.dat
CSZ,America/Buenos_Aires,OpenFlights airports.dat
CTA,Europe/Rome,OpenFlights airports.dat
CTB,America/Denver,OpenFlights airports.dat
CTC,America/Catamarca,OpenFlights airports.dat
CTD,America/Panama,OpenFlights airports.dat
CTG,America/Bogota,OpenFlights airports.dat
CTH,America/New_York,OpenFlights airports.dat
CTL,Australia/Brisbane,OpenFlights airports.dat
CTM,America/Cancun,OpenFlights airports.dat
CTN,Australia/Brisbane,OpenFlights airports.dat
CTS,Asia/Tokyo,OpenFlights airports.dat
CTT,Europe/Paris,OpenFlights airports.dat
CTU,Asia/Shanghai,OpenFlights airports.dat
CTY,America/New_York,OpenFlights airports.dat
CUA,America/Mazatlan,OpenFlights airports.dat
CUC,America/Bogota,OpenFlights airports.dat
CUE,America/Guayaquil,OpenFlights airports.dat
CUF,Europe/Rome,OpenFlights airports.dat
CUH,America/Chicago,OpenFlights airports.dat
CUL,America/Mazatlan,OpenFlights airports.dat
CUM,America/Caracas,OpenFlights airports.dat
CUN,America/Cancun,OpenFlights airports.dat
CUP,America/Caracas,OpenFlights airports.dat
CUQ,Australia/Brisbane,OpenFlights airports.dat
CUR,America/Curacao,OpenFlights airports.dat
CUT,America/Argentina/Salta,OpenFlights airports.dat
CUU,America/Mazatlan,OpenFlights airports.dat
CUZ,America/Lima,OpenFlights airports.dat
CVF,Europe/Paris,OpenFlights airports.dat
CVG,America/New_York,OpenFlights airports.dat
CVJ,America/Mexico_City,OpenFlights airports.dat
CVM,America/Mexico_City,OpenFlights airports.dat
CVN,America/Denver,OpenFlights airports.dat
CVO,America/Los_Angeles,OpenFlights airports.dat
CVQ,Australia/Perth,OpenFlights airports.dat
